AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,11.0,10.5,10.9,9.7,9.3,10.3,10.6,10.8,11.9,19.4,21.1,25.1,24.5,45.1,53.9,55.9,71.3,75.1
Current_Liabilities,6.2,5.7,7.4,6.0,6.3,8.0,8.4,8.5,9.4,5.8,6.2,9.8,9.1,10.7,11.4,12.2,13.5,12.0
Diluted_EPS,0.032,0.079,-0.049,0.035,0.138,-0.068,-0.046,-0.076,-0.314,-0.075,0.001,-0.105,-0.846,-0.032,-0.052,-0.141,0.064,-0.026
Goodwill_Intangibles,10.2,10.6,10.2,10.1,10.5,10.8,11.0,11.5,12.6,6.1,6.9,7.6,7.5,13.5,6.7,6.8,1.4,1.3
Inventory,2.4,2.7,2.3,2.6,2.5,2.9,3.4,3.6,3.9,4.7,5.5,6.2,4.9,6.6,4.1,3.4,3.4,3.2
LT_Debt,0.4,0.4,0.5,0.5,0.6,0.7,0.8,1.0,1.1,1.1,1.2,1.5,1.6,1.5,1.6,1.7,1.6,2.1
Revenue,4.7,3.9,4.2,4.2,5.0,3.6,3.8,3.6,1.8,2.7,2.1,2.3,2.7,4.4,5.2,3.9,6.3,5.5
Shares_Diluted,10.4363,10.4363,10.2513,10.2513,10.2513,10.2513,10.2513,10.2513,10.5261,10.6623,10.9376,10.804,14.2744,14.8887,15.3231,15.5149,18.78,15.7481
Total_Assets,22.1,22.2,22.1,20.9,21.0,22.3,22.9,23.6,25.9,26.3,28.8,33.7,33.0,73.2,76.0,78.0,82.6,76.8
Total_Liabilities,6.6,6.7,8.4,7.0,7.4,9.7,10.1,10.3,11.3,7.7,8.8,12.7,12.0,14.4,14.0,14.9,16.1,14.1
