AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,286.0,308.5,377.9,349.4,332.2,374.9,209.5,171.1,,,
Current_Liabilities,71.0,74.2,167.4,98.3,80.1,100.5,50.9,65.7,,,
Diluted_EPS,0.056,-0.203,0.445,0.041,0.211,-4.385,0.331,-0.142,-0.04,0.335,-0.141
Goodwill_Intangibles,2057.6,2068.9,2064.1,2097.6,2128.9,2142.2,918.0,933.2,,,
Inventory,156.3,143.0,120.5,123.1,117.5,110.1,64.8,78.7,,,
LT_Debt,771.1,769.8,768.5,767.2,766.0,764.7,679.5,684.7,0.0,0.0,0.0
Revenue,43.9,41.3,160.5,101.0,57.8,45.9,195.4,121.0,55.8,174.3,109.5
Shares_Diluted,169.4856,157.9198,176.778,177.0598,174.7772,157.2214,157.1376,157.1374,,,
Total_Assets,2421.7,2456.6,2501.1,2508.1,2523.6,2581.6,1176.8,1154.5,,,
Total_Liabilities,1275.7,1317.7,1302.4,1374.2,1382.3,1498.3,858.1,885.8,,,
