AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,09/30/2019
Current_Assets,156.3,137.7,93.4,108.9,91.5,70.0,56.1,57.6,,
Current_Liabilities,55.1,38.7,31.6,35.8,27.2,25.0,24.1,19.2,,
Diluted_EPS,0.039,0.024,0.008,0.024,0.027,-0.031,0.027,0.177,0.151,0.104
Goodwill_Intangibles,130.7,132.4,134.7,136.8,118.2,120.2,122.2,124.2,,
Inventory,65.0,49.5,38.4,27.8,21.3,21.1,15.1,11.3,,
LT_Debt,274.7,279.8,245.1,250.3,237.9,228.5,355.3,0.0,0.0,0.0
Revenue,73.5,68.0,48.0,59.8,59.7,45.6,38.8,136.8,144.5,106.6
Shares_Diluted,112.616,112.24,108.014,102.251,166.827,93.543,160.279,166.9394,,
Total_Assets,496.6,474.5,426.4,382.8,273.7,252.3,195.3,194.5,,
Total_Liabilities,481.5,466.6,423.9,382.0,288.6,272.5,379.4,19.2,,
