AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.8,0.0,,,,
Current_Liabilities,0.2,0.2,0.2,0.1,1.1,1.1,0.7,,,,
Diluted_EPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill_Intangibles,,,,,2.0,2.0,4.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.5,0.7,0.8,0.0,0.0,0.0,0.0
Revenue,,0.0,,,0.1,0.0,0.0,0.1,0.0,0.0,0.1
Shares_Diluted,5850.706,5850.706,5850.706,5850.706,6030.706,9054.366,953.65,761.4259,693.4259,693.4259,693.4259
Total_Assets,0.0,0.0,0.0,0.0,2.0,2.8,4.0,,,,
Total_Liabilities,0.2,0.2,0.2,0.1,1.7,1.7,1.5,,,,
