AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,27.7,25.4,28.5,31.3,35.5,41.6,42.8,35.3,39.4,33.5,22.5,17.7,19.5
Current_Liabilities,47.4,44.8,54.2,60.1,57.9,59.2,55.0,51.0,47.6,45.3,65.8,47.8,41.3
Diluted_EPS,-0.03,-0.04,0.016,-0.106,-0.151,-0.194,-0.105,-0.204,-0.121,-0.148,-0.127,-0.146,-0.152
Goodwill_Intangibles,34.7,36.0,38.7,40.1,41.6,42.5,44.0,45.1,46.5,43.8,31.6,32.9,32.1
Inventory,2.6,2.9,2.7,2.6,2.9,2.9,2.4,2.6,2.8,,,,
LT_Debt,26.4,26.2,27.1,26.6,26.8,26.5,25.2,19.4,20.9,15.8,3.0,13.3,12.4
Revenue,27.3,23.5,23.2,23.4,32.9,21.9,38.8,21.0,19.1,14.6,10.5,9.9,9.7
Shares_Diluted,85.5851,84.71,82.1266,83.3279,78.1881,78.3517,76.9821,75.519,72.3561,69.035,59.1663,58.6527,57.9272
Total_Assets,66.6,66.1,72.4,76.8,82.6,89.6,92.4,85.8,91.2,81.0,57.6,54.1,55.0
Total_Liabilities,78.9,76.2,82.2,87.7,85.5,87.0,85.9,77.6,75.8,67.8,68.9,61.2,56.9
