AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,3.0,3.3,3.6,3.8,3.3,3.0,3.3,2.0,1.7,1.5,1.9,1.6,0.9,1.0,1.1,1.3,1.4,1.0,1.3,1.3
Current_Liabilities,1.6,1.8,1.6,2.0,1.6,1.4,1.6,1.2,1.0,1.0,1.1,1.1,1.4,1.4,1.2,1.2,1.2,0.9,1.3,1.3
Diluted_EPS,-0.001,-0.002,-0.001,-0.001,-0.001,-0.001,-0.002,0.0,-0.001,-0.002,0.0,-0.001,-0.001,-0.003,-0.001,-0.001,-0.001,-0.008,0.0,-0.001
Goodwill_Intangibles,0.9,0.9,0.9,0.9,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,
Inventory,2.2,2.4,2.5,2.3,2.0,1.9,1.7,1.0,1.0,0.9,0.8,0.9,0.8,0.7,0.8,0.7,0.8,0.7,1.0,1.0
LT_Debt,0.5,0.5,0.5,0.4,0.4,0.4,0.6,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.6,1.4,2.8,2.4,2.0,2.0,1.6,1.7,1.0,0.9,1.7,1.3,0.6,0.7,0.8,0.9,0.5,0.5,0.9,0.7
Shares_Diluted,427.2897,420.432,411.8167,406.4392,401.4836,414.0814,342.8279,337.4891,309.236,302.7664,320.9694,296.2622,252.6559,228.0605,221.3699,218.1196,179.6403,113.8417,104.4047,103.7913
Total_Assets,5.3,5.7,6.1,5.4,4.9,4.7,5.1,2.5,2.3,2.1,2.5,2.3,1.6,1.7,1.8,1.9,2.1,1.0,1.3,1.3
Total_Liabilities,2.9,3.1,3.0,2.6,2.2,2.0,2.4,1.5,1.5,1.5,1.6,1.7,1.8,1.9,1.7,1.7,1.7,0.9,1.3,1.3
