AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,104.4,108.5,114.7,53.9,57.0,55.9,58.5,58.4,38.8,44.1,51.0,58.1,47.8,54.3,48.1,53.1
Current_Liabilities,16.4,14.0,14.5,14.9,14.4,12.6,11.7,19.0,19.1,52.6,52.8,20.3,21.4,19.6,24.4,22.0
Diluted_EPS,-0.258,-0.212,-0.271,-0.229,-0.111,-0.175,-0.137,-0.112,-0.29600000000000004,-0.486,-0.344,-0.405,-0.4,-0.128,-0.8370000000000001,-0.446
Goodwill_Intangibles,9.0,9.3,9.7,10.1,10.5,10.9,11.3,11.8,12.2,12.7,13.1,13.6,14.1,14.6,15.1,38.4
Inventory,14.7,13.3,12.0,11.3,10.8,10.5,10.3,10.0,11.0,10.2,8.9,10.8,10.6,10.4,9.9,13.3
LT_Debt,53.3,53.2,53.0,54.1,54.9,56.4,56.6,48.8,50.9,18.6,18.6,52.8,33.9,33.9,21.2,31.0
Revenue,19.3,16.7,16.2,16.4,16.6,13.9,12.9,12.8,5.6,10.7,12.0,11.3,14.3,13.2,15.2,14.1
Shares_Diluted,40.3597,39.6523,38.3465,29.0204,27.2698,26.3064,25.6297,23.1105,21.1529,21.1171,20.9395,21.401,21.9269,21.9073,21.9183,21.8852
Total_Assets,120.8,125.0,131.5,71.1,74.4,74.0,77.4,80.7,60.1,66.7,74.6,84.2,74.7,82.3,74.5,99.6
Total_Liabilities,72.6,70.0,70.3,71.2,71.7,71.3,70.7,70.3,70.7,72.2,72.5,74.3,56.6,56.7,45.6,53.0
