AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,210.3,223.6,256.4,253.7,231.1,222.7,119.5,108.8,96.9,83.8,88.9,76.0,81.1,70.7,80.0,103.7
Current_Liabilities,87.2,73.0,78.7,67.6,71.2,60.2,59.7,61.7,51.5,62.9,52.5,58.8,48.8,52.4,44.0,59.6
Diluted_EPS,-0.014,0.013,0.031,0.059,0.035,-0.03,0.016,0.003,0.059000000000000004,-0.155,-0.031,-0.079,-0.037000000000000005,-0.027000000000000003,-0.066,0.023
Goodwill_Intangibles,4.0,3.9,4.0,4.0,3.9,3.9,4.0,4.2,4.4,4.6,4.2,4.4,4.5,4.4,4.3,4.0
Inventory,45.1,52.5,60.7,47.2,36.7,38.1,44.7,37.6,31.6,36.4,34.1,35.5,39.1,35.5,29.8,54.4
LT_Debt,394.4,384.0,391.4,395.9,388.0,396.0,262.9,276.9,289.7,304.3,278.8,291.5,293.3,270.9,264.6,246.9
Revenue,63.0,89.9,78.3,100.8,84.4,65.9,66.5,66.8,82.2,48.5,70.2,65.7,71.7,56.0,85.1,55.6
Shares_Diluted,286.349,289.5,288.41,287.678,288.007,282.854,263.321,248.758,246.582,246.194,246.221,246.19400000000002,246.094,237.046,228.412,229.78
Total_Assets,915.9,890.9,899.6,870.8,831.9,814.8,692.2,681.9,691.8,697.6,690.2,765.4,797.9,773.4,744.7,742.5
Total_Liabilities,639.3,615.7,627.0,607.9,590.4,582.5,450.9,463.3,468.4,486.9,454.6,514.8,519.0,494.6,479.0,476.6
