AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,3099.0,3040.0,3810.0,4232.0,3974.0,3920.0,4001.0,4771.0,4284.0,4006.0,4465.0,3244.0,2572.0,2037.0,2202.0,2218.0,2001.0,1787.0,2056.0,2216.0
Current_Liabilities,4857.0,4493.0,4709.0,4902.0,4570.0,3991.0,4024.0,4846.0,4762.0,4293.0,4207.0,4120.0,3730.0,3201.0,3346.0,3534.0,3386.0,2942.0,2888.0,3036.0
Diluted_EPS,-1.114,0.173,0.312,1.088,-1.135,0.14,1.525,3.13,-1.054,-3.604,-3.486,-1.736,-1.889,1.4480000000000002,2.595,2.108,0.032,0.185,1.7519999999999998,1.556
Goodwill_Intangibles,2037.0,2038.0,2040.0,2041.0,2042.0,2044.0,2045.0,2046.0,2048.0,2050.0,2050.0,2052.0,2053.0,2065.0,2066.0,2068.0,2070.0,2070.0,2071.0,
Inventory,105.0,104.0,94.0,93.0,78.0,62.0,62.0,52.0,57.0,57.0,57.0,56.0,68.0,72.0,63.0,55.0,58.0,60.0,57.0,57.0
LT_Debt,1795.0,1883.0,1889.0,1961.0,2078.0,2173.0,2225.0,2319.0,2325.0,2357.0,2672.0,1549.0,1203.0,1264.0,1444.0,1538.0,1664.0,1617.0,1684.0,1998.0
Revenue,2196.0,2479.0,2828.0,2658.0,1681.0,1899.0,1953.0,1527.0,797.0,808.0,701.0,421.0,1636.0,2228.0,2389.0,2288.0,1876.0,2064.0,2212.0,2156.0
Shares_Diluted,127.501,127.335,128.37,127.795,125.984,128.125,127.188,126.825,124.299,124.035,123.647,123.296,122.818,125.003,124.067,124.301,123.915,124.488,123.864,124.036
Total_Assets,14296.0,14186.0,14531.0,14800.0,14210.0,13951.0,13882.0,14656.0,14262.0,14046.0,14749.0,13998.0,13363.0,12993.0,12983.0,12951.0,12640.0,10912.0,10893.0,11055.0
Total_Liabilities,10607.0,10370.0,10705.0,11001.0,10573.0,10150.0,10351.0,11332.0,11387.0,11058.0,11295.0,10137.0,9348.0,8662.0,8731.0,8978.0,8894.0,7161.0,7102.0,7462.0
