AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,115872.3,110774.7,109891.7,106399.7,109284.4,110833.9,154687.7,128620.5,121666.8,114618.5,120778.8
Current_Liabilities,96338.1,95192.4,96902.3,97179.0,97066.0,94408.4,119379.4,112175.6,106438.6,99250.1,101131.5
Diluted_EPS,3.971,4.007,3.949,3.127,3.513,12.731,2.486,3.622,3.988,3.239,1.905
Goodwill_Intangibles,17601.4,17087.7,16620.4,16330.7,16195.1,16157.4,16016.3,17760.7,16422.5,16307.2,16338.0
Inventory,30791.1,27588.7,30576.8,28210.0,25785.1,23114.6,22288.7,31135.7,28661.6,26295.9,29368.6
LT_Debt,64498.2,66816.5,68733.2,69622.7,71297.1,79191.1,82944.8,87855.0,84604.5,86054.4,92148.1
Revenue,40397.2,44152.0,40612.6,39238.6,37535.1,37946.4,34077.5,36744.7,32697.9,36478.6,31442.9
Shares_Diluted,1069.8,1069.8,1069.8,1069.8,1069.8,1069.8,1069.8,1069.8,1069.8,1069.8,1069.8
Total_Assets,283461.1,279984.2,282267.0,277232.9,277893.0,279786.0,311857.4,315213.8,293684.1,284136.9,289025.3
Total_Liabilities,186743.0,188009.3,194407.6,194038.3,194724.2,202309.2,232518.8,239128.2,227675.8,223785.7,232205.3
