AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,118.2,114.2,179.8,220.4,225.9,237.0,263.7,295.2,295.2
Current_Liabilities,170.1,151.7,178.6,148.2,172.1,168.0,176.8,184.3,203.1
Diluted_EPS,-1.287,-7.6,-5.815,-6.958,-1.518,-1.021,-1.023,-5.463,-1.031
Goodwill_Intangibles,14.6,14.7,14.8,2.6,2.8,2.9,2.9,3.0,3.0
Inventory,9.0,10.2,14.7,20.3,28.0,31.9,33.7,36.4,36.1
LT_Debt,304.1,300.4,309.5,308.4,313.5,316.8,322.4,322.7,278.3
Revenue,95.4,218.0,128.4,567.3,144.2,148.0,153.2,653.6,246.3
Shares_Diluted,24.9274,24.9301,24.9139,26.1414,25.6063,27.2036,26.8505,26.4674,26.5099
Total_Assets,396.7,406.8,491.7,550.5,667.6,701.8,743.2,761.8,779.0
Total_Liabilities,530.8,508.9,549.2,509.4,539.7,532.7,548.3,542.3,518.0
