AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9.7,3.7,1.0,1.6,2.7,5.1,3.1,3.0,3.5,3.8,1.0,0.2,0.2,0.2,0.3,0.1,0.3,0.3
Current_Liabilities,13.9,7.5,4.5,4.6,5.0,6.7,4.2,4.2,4.7,4.9,2.1,1.3,1.3,1.3,1.1,0.8,0.7,0.6
Diluted_EPS,,-0.016,-0.005,-0.005,-0.006,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,-0.001,0.0
Goodwill_Intangibles,7.5,8.1,8.7,9.3,9.8,13.6,13.9,,,,,,,,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Revenue,5.4,6.1,5.2,5.1,5.1,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Shares_Diluted,367.1759,367.2972,367.1759,354.5496,335.72,313.0601,257.0559,230.4851,230.4851,230.4851,231.7351,230.4851,230.4851,230.4851,230.4851,230.4851,230.4851,230.4502
Total_Assets,23.8,18.4,20.8,22.4,19.2,15.8,17.0,3.0,3.5,3.8,1.0,0.2,0.2,0.2,0.3,0.1,0.3,0.3
Total_Liabilities,13.9,7.5,4.5,4.6,5.0,6.7,8.4,4.5,5.0,5.2,2.4,1.6,1.5,1.5,1.3,1.1,0.9,0.9
