AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1518.3,1562.2,1178.6,1134.1,1225.6,1313.7,1254.4,1220.0,1344.7,1381.2,1321.1
Current_Liabilities,710.0,753.7,699.0,683.6,818.4,849.9,820.1,784.0,670.8,677.4,652.6
Diluted_EPS,-0.235,-0.193,-0.174,-0.241,-0.35,-0.23,-0.309,-0.33,-0.381,-0.249,-0.26
Goodwill_Intangibles,1479.1,1491.0,1319.3,1330.3,1341.6,1339.7,1354.2,1367.9,1130.8,1143.0,1155.5
Inventory,5.4,4.0,5.4,5.4,7.2,5.9,6.0,6.1,6.6,6.5,6.1
LT_Debt,972.3,960.9,949.6,938.5,904.1,893.3,882.6,872.0,974.4,962.6,950.9
Revenue,246.3,247.5,238.5,229.9,224.7,235.1,225.9,217.6,210.5,217.5,211.7
Shares_Diluted,234.74,229.245,224.807,221.352,217.789,214.371,212.207,204.109,197.81900000000002,194.63400000000001,192.359
Total_Assets,3184.9,3245.9,2704.5,2681.4,2796.4,2890.5,2850.6,2831.2,2707.5,2696.1,2636.9
Total_Liabilities,2064.3,2111.9,2041.4,2021.1,2142.8,2188.8,2147.7,2102.4,2088.1,2045.7,1986.1
