AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,153.4,163.3,164.3,182.0,163.5,159.6,65.4,84.3,78.9,
Current_Liabilities,37.8,39.4,35.7,50.9,33.2,37.6,117.3,129.2,113.3,
Diluted_EPS,-0.056,-0.104,-0.048,0.019,-0.092,-0.049,-0.052,0.029,-0.111,
Goodwill_Intangibles,6.5,6.0,12.8,13.6,14.4,15.3,16.1,0.6,0.6,
Inventory,18.1,18.5,22.2,30.4,26.5,29.7,33.6,44.2,44.9,
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,0.0,0.0
Revenue,37.9,42.8,34.8,73.6,41.6,47.7,36.2,58.8,35.9,34.0
Shares_Diluted,84.2292,83.0756,84.1048,84.5204,82.7145,82.4948,82.7145,82.7145,,
Total_Assets,209.4,216.5,218.9,237.6,217.7,212.2,105.2,105.2,80.6,
Total_Liabilities,45.5,44.8,38.1,53.7,36.0,40.8,119.0,127.7,112.8,
