AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,90.7,93.8,90.5,92.8,90.8,195.2,50.7,,,,
Current_Liabilities,23.8,21.2,22.1,34.5,25.8,21.9,14.0,,,,
Diluted_EPS,-0.063,-0.026,-0.089,0.031,-0.06,-0.266,-0.478,-1.328,-0.216,0.016,-0.084
Goodwill_Intangibles,145.8,146.9,148.9,149.7,156.5,4.6,4.6,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,20.0,20.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Revenue,30.5,33.7,34.5,33.1,25.9,26.0,64.3,22.8,18.0,23.0,45.8
Shares_Diluted,136.009,133.7198,132.9595,139.9881,124.2454,119.2447,118.9416,,,,
Total_Assets,257.3,259.6,255.9,255.8,258.6,205.5,63.2,,,,
Total_Liabilities,54.8,53.7,50.9,43.8,55.7,44.3,26.5,,,,
