AAII_QTR_DATA,12/31/2022,10/01/2022,07/02/2022,04/02/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,262.6,311.7,266.6,235.9,235.9,0.3,0.4,1.0,1.3
Current_Liabilities,723.9,192.3,166.2,149.8,149.8,3.0,0.4,0.1,0.0
Diluted_EPS,-0.671,-0.142,-0.529,-0.226,,-0.427,-0.055,-0.04,-0.002
Goodwill_Intangibles,336.2,360.9,372.0,382.4,0.0,,,,
Inventory,9.0,11.6,11.0,6.6,0.0,,,,
LT_Debt,22.9,564.6,535.3,505.0,0.0,0.0,0.0,0.0,0.0
Revenue,205.4,216.1,184.2,148.2,,,,,
Shares_Diluted,24.6803,22.1713,22.1713,22.1713,,6.1681,14.783,14.783,14.783
Total_Assets,688.9,729.1,695.1,672.6,672.6,115.3,115.4,116.0,116.3
Total_Liabilities,741.5,760.0,723.4,690.2,710.7,3.2,0.6,0.4,0.1
