AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,,150.6,,185.0,,148.9,,139.6,,172.5,236.3,,,268.5
Current_Liabilities,,44.5,,79.2,,86.0,,45.9,,45.2,121.1,,,137.6
Diluted_EPS,,-0.872,,0.085,,-0.391,,-0.323,,-0.675,,-0.13,,-0.55
Goodwill_Intangibles,,1.7,,46.6,,47.6,,48.7,,46.0,96.4,,,109.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,100.3,0.0,77.0,0.0,50.1,0.0,57.0,0.0,61.5,16.5,0.0,0.0,18.7
Revenue,28.0,8.9,3.2,44.5,2.8,4.1,2.2,8.9,4.5,26.2,3.8,29.6,21.8,19.7
Shares_Diluted,,79.526,,79.7537,,80.1973,,78.998,,78.9779,,,,69.8292
Total_Assets,,223.8,,302.0,,288.0,,286.7,,305.7,399.1,,,453.5
Total_Liabilities,,165.5,,176.7,,172.3,,142.8,,150.6,182.9,,,207.8
