AAII_QTR_DATA,04/01/2023,12/31/2022,10/01/2022,07/02/2022,04/02/2022,01/01/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019
Current_Assets,414.3,408.4,460.3,520.3,460.4,445.2,461.7,454.3,368.1,327.9,642.8,615.6,591.9,627.5,652.3
Current_Liabilities,237.2,217.5,227.7,238.8,220.8,193.3,182.7,186.2,170.6,179.5,480.6,464.2,478.5,519.6,541.0
Diluted_EPS,0.008,0.013,-0.168,0.011,0.048,0.004,-0.048,-0.021,-0.004,0.99,-0.04,-0.023,0.019,-0.128,-0.196
Goodwill_Intangibles,185.3,188.6,191.9,198.8,202.4,205.9,209.4,213.0,177.7,180.6,224.8,223.1,224.9,187.3,226.8
Inventory,270.9,279.7,304.0,353.7,294.4,296.9,311.9,310.5,217.5,194.3,408.2,409.8,349.0,196.7,433.4
LT_Debt,381.4,364.7,371.3,369.4,313.1,290.2,287.1,268.3,171.1,87.1,316.4,310.3,308.8,302.1,303.3
Revenue,302.4,298.9,310.3,328.9,324.4,275.8,268.1,273.2,273.0,1038.0,252.1,237.7,265.9,924.2,371.0
Shares_Diluted,113.107,107.938,107.752,108.667,107.399,107.341,107.255,105.676,96.12,89.234,89.635,89.089,88.161,87.787,87.928
Total_Assets,1186.1,1156.0,1160.2,1139.9,1061.4,1019.4,1011.9,1002.6,846.5,770.2,1211.8,1172.1,1145.6,1182.6,1201.8
Total_Liabilities,722.1,686.9,709.2,676.5,604.1,558.2,557.7,543.4,408.2,332.3,886.4,858.3,868.7,913.0,932.2
