AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,6558.5,6748.3,6827.5,7702.7,6239.3,3762.5,4355.0,4144.5,3700.3,3310.8,3318.8,2803.5
Current_Liabilities,3117.7,3245.5,3242.3,4066.1,3611.6,2065.5,2044.2,2012.8,1757.3,1375.2,1236.9,1333.0
Diluted_EPS,1.793,2.916,4.452,6.568,0.743,-0.24,1.706,1.924,0.899,-0.737,-0.015,-1.091
Goodwill_Intangibles,3964.6,3961.0,3945.8,3960.1,3873.1,2945.7,2934.3,2948.2,2943.3,2957.6,3018.8,3025.4
Inventory,3448.8,3214.5,3437.2,3625.5,3297.1,2122.1,1887.1,1700.6,1616.8,1173.5,1137.7,1173.7
LT_Debt,2933.0,2948.5,3334.2,3348.1,3374.7,3072.7,3072.4,3101.0,3126.1,3147.8,3176.3,2480.7
Revenue,7565.1,8984.9,10599.0,18620.9,7458.8,5622.7,4685.1,8081.4,3504.3,2900.8,2819.4,2062.9
Shares_Diluted,195.445,199.434,212.388,207.999,211.0505,162.722,162.551,162.5345,162.512,162.151,162.015,161.889
Total_Assets,18006.0,18125.5,18226.3,19177.9,17733.1,12916.6,12897.2,12560.0,11934.8,11506.9,11579.7,11063.8
Total_Liabilities,8735.3,8881.7,9211.0,10068.1,9616.9,7228.7,7170.4,7116.7,6675.6,6338.5,6243.6,5681.2
