AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,10233.9,9493.1,8126.6,,,,,
Current_Liabilities,11515.3,11245.0,9135.6,,,,,
Diluted_EPS,,0.608,,-0.107,,0.19,,0.199
Goodwill_Intangibles,6481.3,5307.5,5296.8,,,,,
Inventory,2566.0,2225.7,2142.8,,,,,
LT_Debt,5463.7,4088.6,4684.1,0.0,0.0,0.0,0.0,0.0
Revenue,5903.0,11433.5,5662.9,10142.4,5118.0,8903.0,4268.4,9684.7
Shares_Diluted,,492.088,,481.92,,481.6,,
Total_Assets,23720.8,21618.9,20281.5,,,,,
Total_Liabilities,19605.3,17667.1,16302.8,,,,,
