AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,96.1,91.2,88.3,84.8,81.7,83.1,87.0,95.5,96.0,102.0,105.4,107.8,103.6
Current_Liabilities,32.6,32.1,35.3,34.3,35.6,41.5,47.2,54.9,52.1,54.3,56.5,51.2,54.8
Diluted_EPS,-0.013,-0.015,-0.019,-0.008,-0.003,-0.028,-0.378,-0.08,-0.064,-0.058,-0.07400000000000001,-0.028999999999999998,-0.052000000000000005
Goodwill_Intangibles,46.2,47.3,48.4,49.4,50.5,51.5,52.6,104.0,105.0,106.2,107.1,108.0,109.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.5,0.9,1.4,1.9,2.3,2.8,3.3,3.7
Revenue,34.8,35.6,35.1,37.1,35.1,35.5,39.0,36.4,35.5,35.9,35.5,42.1,40.0
Shares_Diluted,161.103,158.951,156.781,154.796,152.146,150.078,148.872,147.386,145.701,144.572,143.0,140.539,138.49
Total_Assets,164.4,162.1,166.1,166.8,168.0,172.3,180.7,242.8,246.8,257.1,264.5,253.5,255.9
Total_Liabilities,37.3,36.9,41.8,42.9,45.9,53.1,60.6,69.9,66.5,70.6,74.7,58.8,63.2
