AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,37.6,36.8,35.6,36.4,34.9,45.2,44.8,44.6,31.0,23.4,31.0,26.1,21.8,24.0,26.1,13.8
Current_Liabilities,26.2,28.1,29.6,26.5,26.9,27.3,29.0,26.7,28.3,18.2,11.2,11.3,10.7,9.5,8.2,8.1
Diluted_EPS,-0.069,-0.193,-0.008,-0.145,-0.268,-0.355,-0.27,-0.462,-0.6509999999999999,-0.418,-0.12,-0.14300000000000002,-0.188,-0.15,-0.196,-0.245
Goodwill_Intangibles,91.4,91.7,92.0,92.8,93.9,78.5,79.3,80.1,81.5,55.7,18.6,18.8,19.1,18.7,19.2,19.9
Inventory,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.5,0.5,0.4,0.4,0.4,0.4,0.5
LT_Debt,7.0,6.0,8.0,6.0,5.0,0.0,0.0,0.0,9.8,9.8,0.1,0.1,0.2,0.2,0.2,0.3
Revenue,37.2,35.3,37.5,38.3,34.1,29.8,32.0,31.6,19.6,21.9,15.8,16.9,16.7,15.1,16.5,17.0
Shares_Diluted,15.0701,14.9921,14.9043,14.7371,14.4309,14.3448,13.235,12.7713,12.3952,12.3108,12.2353,12.1461,12.0221,11.946,11.831,11.7702
Total_Assets,140.1,141.2,140.8,142.5,143.4,137.4,138.0,137.4,125.9,89.8,56.4,51.6,48.3,49.3,47.6,36.1
Total_Liabilities,37.4,38.9,42.9,45.5,45.6,33.9,36.8,35.0,46.5,32.6,13.6,14.1,13.9,12.3,8.8,8.8
