AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,322.3,326.3,330.9,300.1,250.7,244.9,242.7,219.1,215.8,174.9,153.4,150.0,158.6,149.3,139.7,151.3,124.7,133.5
Current_Liabilities,109.4,111.9,121.8,117.4,98.4,85.7,91.7,82.7,76.8,57.4,54.0,59.1,53.3,50.7,44.8,49.2,44.4,42.0
Diluted_EPS,1.006,1.572,1.881,1.244,0.587,1.149,1.297,0.599,0.156,1.102,0.8079999999999999,0.962,0.479,0.5770000000000001,1.003,0.906,0.324,0.969
Goodwill_Intangibles,565.7,530.1,519.4,525.5,533.1,499.0,505.0,501.9,501.8,135.8,136.9,137.9,142.1,142.7,144.8,136.8,128.2,130.6
Inventory,177.9,171.9,161.5,150.1,127.4,110.8,105.0,98.1,101.6,52.1,59.4,53.8,57.3,52.9,54.2,51.4,50.4,48.8
LT_Debt,276.0,268.9,273.1,252.2,230.4,213.5,230.6,241.8,254.9,10.1,10.2,10.3,10.5,10.6,21.3,30.9,11.0,21.2
Revenue,171.1,191.2,199.9,173.3,136.3,155.6,161.3,133.4,89.9,104.9,91.0,98.5,83.7,101.3,102.3,91.5,77.5,91.6
Shares_Diluted,15.512,15.477,15.652,16.097,15.844,15.811,15.781,15.771,15.079,14.842,14.808,15.161,15.252,15.215,15.158,15.193,15.353,15.649
Total_Assets,1047.7,1021.4,1017.9,995.4,950.0,903.0,904.2,879.5,880.6,391.7,371.4,369.2,380.7,371.4,367.0,352.6,317.5,330.9
Total_Liabilities,548.9,538.4,551.2,526.3,491.3,454.1,473.1,464.1,477.9,89.6,87.3,92.5,87.7,84.9,90.2,88.9,63.7,70.6
