AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,660.0,624.6,617.2,535.1,668.9,738.4,689.1,857.3,759.2,394.0,381.3,375.5,358.6,344.6,334.0,320.1
Current_Liabilities,146.7,183.8,157.6,147.1,139.4,113.7,103.6,92.0,83.7,71.1,66.0,61.6,56.0,56.3,48.0,46.1
Diluted_EPS,-0.339,-0.495,-0.053,-0.303,-0.246,-0.185,-0.109,-0.175,-0.254,-0.121,0.014,-0.026000000000000002,-0.031,-0.032,0.063,-0.022
Goodwill_Intangibles,199.4,202.4,205.3,208.3,211.2,214.2,217.1,58.3,60.0,26.3,27.3,12.2,12.3,12.3,12.4,12.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,736.5,737.9,768.6,773.4,773.6,782.2,643.3,646.6,642.3,213.2,210.4,207.8,205.5,203.2,201.3,199.9
Revenue,189.4,182.8,173.6,154.3,143.8,137.9,127.9,112.1,99.8,95.1,92.3,83.8,77.4,74.5,72.3,65.3
Shares_Diluted,69.748,68.974,68.214,67.8,67.292,66.721,66.146,65.46,63.282,61.705,61.262,60.78100000000001,60.058,59.367,58.934,58.45399999999999
Total_Assets,1177.2,1188.4,1192.9,1150.9,1135.7,1118.7,1063.7,1013.3,993.3,503.7,482.4,454.0,435.8,415.4,394.7,376.1
Total_Liabilities,932.3,974.0,981.8,979.8,973.0,974.5,784.6,750.9,738.9,297.2,285.9,276.1,269.2,264.7,251.9,248.2
