AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1337.2,1427.7,1394.4,1351.0,1300.1,1531.6,1338.9,1087.4,1288.0,1260.5
Current_Liabilities,745.8,721.1,853.8,750.2,686.7,752.2,751.3,675.3,681.0,633.8
Diluted_EPS,0.416,0.507,0.373,0.095,0.354,0.488,0.384,0.028,0.264,0.513
Goodwill_Intangibles,113.5,115.2,115.9,118.2,120.0,119.5,120.8,122.7,123.9,125.9
Inventory,758.5,832.2,638.9,758.1,670.9,870.0,588.4,503.5,689.0,651.4
LT_Debt,344.5,444.7,301.5,376.7,382.1,535.9,346.4,187.7,346.2,375.5
Revenue,4252.1,4502.6,4263.9,3939.3,4154.8,4422.6,4339.0,3754.1,4089.7,4273.2
Shares_Diluted,45.7,45.4,45.3,45.4,45.7,46.1,46.1,46.0,45.8,46.2
Total_Assets,1954.7,2012.0,1978.9,1943.2,1898.4,2129.3,1937.8,1693.3,1666.1,1646.9
Total_Liabilities,1322.8,1393.4,1381.9,1361.0,1306.5,1537.7,1357.0,1129.3,1099.1,1082.1
