AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.5,0.5
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.9,0.9,0.6,0.7
Diluted_EPS,0.08,0.625,0.486,0.66,0.292,0.828,0.233,0.23,-0.153,-2.238,-0.054,-0.012,0.001,-0.032,0.025,0.027,0.024
Goodwill_Intangibles,68.6,68.7,68.6,68.6,71.8,25.4,26.4,26.8,21.6,,,,,,,,0.0
Inventory,1080.9,1093.4,1179.4,1134.8,1110.4,844.8,907.9,877.9,724.4,,,,,,,,0.0
LT_Debt,516.9,505.4,585.1,534.6,494.4,461.1,361.7,391.8,319.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,241.7,426.0,335.6,684.9,316.2,398.5,214.1,250.3,160.4,,,,,,,,0.0
Shares_Diluted,40.1169,39.9662,40.0973,41.5206,43.7919,45.3802,45.3299,45.2811,45.0573,15.8675,17.1842,19.1077,19.4063,19.4063,19.4063,19.4063,19.4063
Total_Assets,1428.1,1440.5,1468.9,1394.1,1333.8,1265.5,1073.1,1108.8,987.5,109.8,129.4,141.5,163.1,162.5,162.2,161.4,161.0
Total_Liabilities,769.8,784.5,839.0,785.1,704.5,645.4,494.8,542.6,432.2,55.4,9.2,7.5,7.1,17.4,6.5,6.2,6.3
