AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
Current_Assets,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.0
Current_Liabilities,1.3,1.3,1.3,1.6,1.7,1.4,0.8,0.3,0.0,0.0
Diluted_EPS,-0.006,-0.006,-8.386,-1.335,-4.063,-6.144,-40.729,-47.718,-50.57,-311.121
Goodwill_Intangibles,9.5,9.9,10.4,11.4,11.7,12.0,12.3,21.4,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.1,1.8,0.3,0.0,0.0,0.4,0.0,0.0,0.0
Shares_Diluted,77.2431,77.2431,0.0963,0.1444,0.1444,0.1444,0.1411,0.0642,,0.0661
Total_Assets,9.5,9.9,10.4,11.5,11.8,12.0,12.3,21.6,0.0,0.0
Total_Liabilities,1.3,1.3,1.3,1.6,1.7,1.4,0.8,0.3,0.0,0.0
