AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,82.0,97.6,52.3,65.7,52.4,70.9,43.7,66.9
Current_Liabilities,85.6,82.1,70.2,77.1,185.2,1924.0,1884.2,91.9
Diluted_EPS,-0.962,-5.067,-1.001,29.937,,,,
Goodwill_Intangibles,1242.0,1178.5,1283.0,1313.8,1161.5,1176.8,1195.5,1565.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1021.6,1023.7,978.2,985.8,0.0,0.0,0.0,1795.1
Revenue,120.8,122.6,125.9,120.9,128.1,129.6,134.4,137.2
Shares_Diluted,22.5,22.5,22.5,22.5,0.001,0.001,0.001,0.001
Total_Assets,1404.2,1358.0,1419.3,1457.4,1289.7,1330.9,1305.8,1705.3
Total_Liabilities,1197.2,1129.3,1073.2,1088.8,1968.6,1954.7,1894.7,1908.2
