AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021
Current_Assets,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0
Current_Liabilities,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1
Diluted_EPS,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0
Goodwill_Intangibles,0.2,0.2,0.3,0.3,0.3,0.6,0.3,0.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,239.37,239.37,239.37,239.37,239.29,242.04,242.04,242.04
Total_Assets,0.2,0.2,0.3,0.3,0.4,0.6,0.4,0.3
Total_Liabilities,0.0,0.0,0.1,0.1,0.0,0.6,0.3,0.3
