AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,06/30/2020,03/31/2020,09/30/2019,06/30/2019,03/31/2019
Current_Assets,12.7,12.4,13.6,13.4,14.9,13.9,14.5,3.4,3.7,3.5,4.6,4.5,4.5,
Current_Liabilities,5.0,4.6,5.9,5.4,6.3,5.1,5.1,4.7,4.6,4.5,5.2,4.8,4.8,
Diluted_EPS,-0.039,0.004,-0.009,-0.067,0.056,-0.061,-0.059,0.089,-0.116,-0.05,-0.039,0.022,0.054,-0.058
Goodwill_Intangibles,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.4,,,
Inventory,4.8,4.7,4.9,4.0,3.0,3.5,1.9,1.5,1.9,1.6,2.0,1.7,1.7,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.7,3.3,2.1,1.3,0.0,0.0,0.0
Revenue,3.7,4.8,5.9,5.6,5.8,3.4,3.5,2.2,5.1,0.8,15.5,6.1,7.2,13.1
Shares_Diluted,10.9564,10.9584,10.9287,10.7875,10.6363,10.6363,9.8093,5.6456,9.8667,9.8667,,9.8667,9.8667,
Total_Assets,14.3,14.4,15.7,14.9,16.4,15.1,15.7,5.7,5.8,5.7,6.6,4.7,4.7,
Total_Liabilities,5.3,4.9,6.2,5.4,6.3,5.6,5.7,6.5,7.9,6.7,6.5,4.8,4.8,
