AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,283.4,263.6,290.6,316.6,340.8,394.0,420.1,525.2,553.8
Current_Liabilities,162.0,161.0,188.2,214.5,204.1,246.3,183.0,165.4,193.3
Diluted_EPS,0.279,-1.197,-0.662,-5.89,-0.706,-3.584,-3.603,-0.645,0.894
Goodwill_Intangibles,424.5,426.5,436.3,446.1,610.1,614.3,635.6,639.5,653.3
Inventory,22.9,30.4,33.7,31.6,28.6,25.2,29.7,26.7,28.0
LT_Debt,289.3,285.1,281.0,277.0,273.1,269.3,265.6,261.9,258.4
Revenue,93.1,117.5,70.4,89.7,83.8,77.8,75.5,88.1,122.2
Shares_Diluted,34.72,34.399,34.2905,33.946,33.906,33.807,33.9715,34.559,34.492
Total_Assets,734.4,715.5,753.6,791.2,966.6,1024.2,1072.9,1175.5,1215.8
Total_Liabilities,478.3,466.2,489.8,511.4,486.0,524.7,458.1,428.8,453.6
