AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,125.0,134.2,151.5,177.7,208.4,228.4,275.4,242.8,254.9,,,,,,,,0.0
Current_Liabilities,88.3,84.4,89.5,100.1,103.4,89.4,83.7,78.2,76.3,,,,,,,,0.0
Diluted_EPS,-0.194,-0.193,-0.236,-0.286,-0.21,-0.183,-0.153,-0.152,-0.172,,,,,,,,0.0
Goodwill_Intangibles,21.8,22.1,20.9,22.8,25.0,26.1,,,,,,,0.0,0.0,0.0,0.0,0.0
Inventory,20.9,17.5,15.0,13.9,12.0,9.8,4.1,4.4,3.5,,,,,,,,0.0
LT_Debt,24.8,25.8,26.9,23.7,25.6,27.6,29.5,31.4,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,75.9,71.3,67.9,76.4,72.7,72.9,63.3,60.0,55.7,43.4,46.9,47.3,48.3,44.6,46.0,40.1,33.1
Shares_Diluted,101.984,101.041,100.253,99.331,98.624,98.0302,96.3487,94.4348,94.1437,,,,,,,,
Total_Assets,294.8,301.9,319.6,345.9,361.0,360.8,350.2,312.4,323.8,,,,,,,,0.0
Total_Liabilities,163.7,161.9,169.9,178.0,173.3,155.1,134.5,131.5,132.3,,,,,,,,0.0
