AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,606.2,564.5,656.5,677.0,786.5,731.1,563.5,625.6,698.8
Current_Liabilities,119.0,79.5,1822.8,314.4,307.0,373.0,318.3,290.7,258.2
Diluted_EPS,-1.572,-3.299,-0.007,-9.544,0.408,-0.262,-0.398,-0.367,-2.202
Goodwill_Intangibles,148.2,150.1,151.6,153.5,180.5,188.0,224.6,268.8,295.3
Inventory,106.1,113.4,116.3,121.8,139.1,151.8,160.5,163.0,167.7
LT_Debt,0.9,1.0,2.9,1539.1,1604.1,1607.0,1611.2,1612.9,1612.4
Revenue,229.4,219.5,322.7,313.3,409.0,444.9,428.2,441.3,523.4
Shares_Diluted,130.95,132.057,131.85,131.737,131.745,131.458,131.4155,131.244,131.154
Total_Assets,1910.3,1963.5,2381.1,2446.5,4014.2,4036.8,4043.4,3756.1,3804.2
Total_Liabilities,2372.6,2223.9,2242.6,2270.0,2594.2,2668.0,2638.7,2301.7,2319.4
