AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,313.7,340.7,305.0,287.3,323.6,317.2,465.1,472.4,111.0,,,,
Current_Liabilities,213.9,208.4,185.6,142.1,158.7,161.0,139.6,92.7,87.1,,,,
Diluted_EPS,-0.117,-0.612,-0.233,-0.025,0.001,-0.073,-0.136,0.027,0.0,,,,
Goodwill_Intangibles,1253.0,1274.1,1584.5,1573.0,1583.8,1595.3,1606.1,1135.8,458.0,,,,
Inventory,,,,,,1.1,1.8,1.2,1.0,,,,
LT_Debt,1016.4,1001.2,917.5,917.8,918.5,918.8,919.1,528.4,458.8,0.0,0.0,0.0,0.0
Revenue,866.9,680.4,665.0,689.4,704.3,409.3,498.9,343.6,274.6,,,,
Shares_Diluted,239.8021,242.4405,232.3142,210.053,468.1329,177.7281,170.8714,168.8843,168.2278,86.25,17.25,86.25,75.0
Total_Assets,1944.4,1928.9,2196.1,2141.4,2171.8,2143.5,2140.1,1659.2,616.7,,,,
Total_Liabilities,1663.5,1676.3,1789.6,1729.1,1785.6,1824.8,1829.5,1307.0,569.6,,,,
