AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,178.4,192.0,207.4,238.9,258.1,282.5,314.1,341.6,365.4,383.3,404.5,138.0,110.8,123.9,,,
Current_Liabilities,58.3,51.5,50.9,56.7,52.7,43.6,42.9,39.0,35.0,38.9,32.5,21.2,25.8,22.8,,,
Diluted_EPS,-0.299,-0.316,-0.354,-0.354,-0.341,-0.232,-0.277,-0.233,-0.217,-0.177,-0.156,-0.115,-0.207,-0.304,-0.102,-0.102,-0.243
Goodwill_Intangibles,0.3,0.4,0.5,0.6,0.7,0.6,0.7,0.5,0.5,0.5,0.0,0.0,0.1,0.1,,,
Inventory,18.5,21.3,18.4,18.4,17.5,16.4,16.2,13.9,9.8,10.1,9.8,8.9,9.1,8.5,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,5.4,3.6,1.8,0.0,0.0,0.0
Revenue,20.2,21.9,18.5,19.2,20.9,17.9,18.0,15.1,19.1,17.9,15.5,10.0,13.9,45.4,16.4,10.0,21.7
Shares_Diluted,102.3702,103.9102,104.8593,104.5046,104.4603,104.2338,104.0891,104.0461,104.2231,103.8045,101.7795,101.7795,101.7795,101.7795,,,
Total_Assets,225.0,245.4,263.8,298.7,322.9,343.9,359.9,380.2,385.6,405.8,425.9,158.3,132.9,139.2,,,
Total_Liabilities,60.8,61.3,60.8,64.2,61.4,51.7,51.9,49.4,35.0,39.1,37.5,26.8,33.3,29.4,,,
