AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,66.0,57.7,58.8,61.2,68.2,82.7,93.6,89.5
Current_Liabilities,44.6,41.0,40.4,46.5,54.0,64.9,63.5,54.6
Diluted_EPS,-1.693,-52.955,-6.615,-11.504,-2.844,-78.07,-1.369,-6.018
Goodwill_Intangibles,494.7,499.2,600.0,600.4,633.9,803.2,634.8,965.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,440.3,438.9,433.3,418.1,417.6,576.7,582.5,588.2
Revenue,22.6,20.2,24.2,25.4,26.4,25.5,35.2,29.5
Shares_Diluted,1.6444,1.6356,1.6294,1.6238,1.6171,1.6055,1.6016,1.5978
Total_Assets,629.6,626.2,723.2,726.9,771.9,956.7,1078.7,1075.2
Total_Liabilities,604.9,599.6,609.5,603.5,630.0,809.1,804.8,797.9
