AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019
Current_Assets,24.0,25.7,28.3,21.7,35.5,43.4,49.7,59.2,58.0,56.7,60.8,83.4,80.3,77.5
Current_Liabilities,5.0,4.1,8.7,9.7,22.4,30.1,31.9,39.9,39.3,47.8,45.4,39.4,29.0,44.4
Diluted_EPS,-0.175,0.155,-0.058,-0.094,0.255,-0.626,-0.214,-0.472,-0.04,-0.809,-2.296,-1.3119999999999998,-0.607,-0.6709999999999999
Goodwill_Intangibles,1.0,1.0,0.9,0.2,0.2,0.2,0.3,0.3,2.6,2.7,0.3,2.8,2.9,3.0
Inventory,3.3,2.9,3.1,3.3,3.7,3.6,3.8,3.7,4.1,3.6,16.0,60.2,58.2,57.0
LT_Debt,0.0,0.0,0.0,1.0,1.1,4.0,4.2,4.4,6.3,9.6,15.0,18.2,28.6,26.5
Revenue,6.1,11.8,7.1,6.8,10.1,8.4,10.1,8.5,9.3,10.3,14.1,28.7,7.8,9.3
Shares_Diluted,12.906,12.858,12.722,9.977,9.972,9.992,9.467,9.641,8.845,8.494,7.449,7.106,6.1720000000000015,6.098
Total_Assets,27.1,28.9,31.4,24.7,38.2,46.3,54.7,64.7,72.9,72.9,77.1,90.1,87.1,84.4
Total_Liabilities,5.0,4.1,8.8,10.8,23.5,34.3,36.4,44.8,49.7,62.1,61.1,57.5,57.6,70.9
