AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,6.3,10.3,29.3,49.6,62.2,78.4,105.1,6.3,1.7,2.1,4.8,3.9,2.0,1.9,2.1,2.5,2.8,3.5,19.0
Current_Liabilities,5.1,6.2,4.1,4.1,6.7,5.2,3.2,3.3,5.5,5.8,8.0,7.2,6.8,6.6,8.2,10.5,9.6,9.6,68.2
Diluted_EPS,-0.049,-1.717,-0.306,-0.615,-0.229,-0.152,-0.075,-0.191,-0.272,-0.197,-0.171,-0.405,-0.279,-0.465,0.099,-0.7240000000000001,-0.8240000000000001,-15.799,-2.532
Goodwill_Intangibles,9.1,9.5,44.9,51.9,56.8,63.0,14.6,3.7,3.8,4.0,4.5,3.2,3.4,3.7,4.0,4.3,4.5,4.7,50.0
Inventory,,,,,,0.0,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.8,1.2,1.2,1.2,8.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.1,0.7,0.7,1.0,0.7,0.0,1.0,7.4,7.2,6.6,0.0
Revenue,3.0,1.4,1.4,1.9,1.4,0.8,1.0,0.9,0.9,2.1,0.9,0.9,1.0,1.1,1.4,1.0,2.1,9.0,1.3
Shares_Diluted,72.0426,68.129,67.0241,66.1481,63.8414,63.4368,34.3273,15.9906,9.4217,7.8182,6.949,4.8046,3.9477,3.5599,8.9098,2.3005,2.2366,1.6589,1.9165
Total_Assets,74.9,83.0,210.5,230.5,264.8,275.9,223.9,15.8,11.3,11.8,15.0,9.7,8.1,8.4,9.2,9.9,10.5,11.3,72.5
Total_Liabilities,20.8,21.7,5.2,5.2,7.8,6.3,4.4,3.9,6.8,6.8,9.0,8.6,7.9,7.2,9.9,18.6,17.7,16.9,71.8
