AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,2175.1,2372.7,2376.0,2583.6,2208.9,2342.7,2662.8,2326.3,2736.1,2926.6,3341.2,3542.5,2645.5,2643.7
Current_Liabilities,3110.1,2888.2,2758.1,2548.9,2339.4,2246.1,2078.2,2004.2,1859.3,2918.0,1927.2,1832.5,1816.3,2100.7
Diluted_EPS,0.041,-0.015,0.223,-0.052,-0.169,-0.097,0.086,0.027,0.117,0.031,0.146,0.193,0.198,0.147
Goodwill_Intangibles,4633.4,4548.0,4698.2,4380.6,4210.2,4112.0,4041.7,3767.0,3719.1,3563.9,3532.9,3819.3,3878.7,
Inventory,263.5,213.5,184.3,172.6,173.5,187.2,337.8,319.6,261.2,152.0,116.1,138.8,121.6,150.1
LT_Debt,5941.7,5994.3,5828.4,7055.0,7232.5,7166.0,7173.9,6550.2,6648.5,5522.3,6193.9,5910.6,5820.1,5316.4
Revenue,2272.4,2329.5,2227.5,2296.5,4591.6,2332.7,2636.5,2151.2,2532.6,2417.7,2499.8,2217.7,2561.1,2390.2
Shares_Diluted,772.5712,772.3275,773.648,772.0204,771.694,771.4838,772.1648,772.1031,772.4068,771.6386,770.7148,771.0688,770.8713,762.1877
Total_Assets,12130.2,11899.2,12022.9,13057.7,12484.3,12447.8,12619.0,11852.3,12006.4,11882.8,11787.6,11385.4,10263.2,9906.8
Total_Liabilities,10670.4,10379.7,10190.1,11342.9,11216.8,10779.9,10636.4,9845.0,9828.2,9644.4,9342.8,8893.8,8712.3,8425.4
