AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.1,0.1,0.3,0.6,0.5,0.5,0.7,0.7,0.4,0.4,0.2,0.2,0.2,0.2,0.3,0.6
Current_Liabilities,3.9,4.4,4.8,6.2,6.2,10.5,10.9,14.1,15.1,23.6,14.3,9.1,6.0,3.0,1.9,1.0
Diluted_EPS,0.0,0.001,-0.003,0.0,0.004,-0.001,0.005,-0.006,0.009000000000000001,-0.019,-0.014,-0.027999999999999997,-0.067,-0.02,-0.023,-0.021
Goodwill_Intangibles,2.9,3.0,3.1,3.2,3.2,3.3,3.4,3.5,3.6,3.6,3.7,3.8,3.9,4.0,4.1,4.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.5,1.5,1.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4
Revenue,0.3,0.3,0.0,0.4,0.5,0.4,0.6,0.8,0.9,0.3,0.2,0.2,0.1,0.2,0.1,0.0
Shares_Diluted,896.5384,898.8595,782.3218,773.0828,982.1974,751.8326,710.8356,608.6014,774.4634,545.8432,452.3929,206.5242,52.7551,45.6217,44.5015,44.4484
Total_Assets,4.2,4.3,4.3,4.2,4.3,4.2,4.6,4.7,4.4,4.4,4.4,4.4,4.6,4.7,4.8,5.1
Total_Liabilities,5.4,5.8,6.3,6.2,6.3,10.6,11.0,14.1,15.1,23.6,14.3,9.1,6.1,3.0,3.1,2.4
