AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,51.5,61.2,44.3,54.3,54.0,51.9,61.6,51.6
Current_Liabilities,12.6,13.9,23.1,21.9,23.7,18.1,16.6,35.0
Diluted_EPS,-0.138,0.029,-4.957,-0.084,-2.562,-4.981,-0.984,-1.321
Goodwill_Intangibles,19.7,20.0,23.5,35.8,35.1,35.2,45.1,44.8
Inventory,17.1,20.9,23.4,26.9,32.1,29.5,23.0,22.6
LT_Debt,116.5,114.2,162.3,198.9,195.9,190.4,186.4,158.8
Revenue,10.4,11.6,9.9,14.3,13.6,7.4,16.0,18.5
Shares_Diluted,93.41,77.1424,16.2071,6.0825,5.5936,5.3879,5.3851,5.385
Total_Assets,90.4,100.8,87.8,190.3,190.3,186.9,206.9,196.2
Total_Liabilities,133.9,133.1,197.9,230.3,228.1,218.8,212.2,196.3
