AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,142.1,104.9,92.4,89.8,103.3,164.9,110.5,119.2,92.8,119.8,134.8,106.5
Current_Liabilities,230.4,94.3,74.5,71.5,59.4,96.4,104.7,103.8,88.0,100.7,99.5,123.3
Diluted_EPS,-0.826,-0.006,2.864,0.156,-1.872,3.798,-0.138,1.736,1.985,-0.34,5.1370000000000005,2.102
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,14.0,9.6,9.2,8.3,7.6,7.2,7.7,7.3,2.9,2.5,3.5,1.8
LT_Debt,199.0,0.0,0.0,20.0,58.0,59.0,80.0,80.0,65.0,65.0,50.0,0.0
Revenue,156.0,74.2,62.6,58.9,36.2,60.4,79.7,75.2,85.8,72.6,66.2,74.4
Shares_Diluted,30.655,20.839,21.17,20.903,20.776,20.684,20.638,20.678,20.664,20.557,20.651,20.631
Total_Assets,1916.2,1208.3,1182.8,1148.8,1190.2,1264.1,1206.3,1199.7,1145.3,1103.4,1061.5,938.4
Total_Liabilities,531.1,161.5,137.6,165.8,212.2,247.7,269.6,261.8,245.3,245.2,197.6,182.8
