AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,9.8,9.6,12.9,9.0,10.4,14.7,12.9,28.7,18.7,35.5,35.4,38.5,39.5
Current_Liabilities,18.3,10.3,9.0,36.2,33.4,35.1,29.4,39.0,30.4,23.7,21.6,23.3,19.6
Diluted_EPS,-0.125,-0.047,-0.017,-0.092,-0.042,-0.118,-0.13,-0.172,-0.362,-0.865,0.136,0.04,0.103
Goodwill_Intangibles,4.9,5.3,3.7,2.7,1.8,0.8,0.2,0.1,0.1,30.0,26.6,22.5,19.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.5,0.7,0.9,2.4,4.8,5.1,5.5,8.9,0.9,0.4,0.3,0.2,0.5
Revenue,13.2,10.4,12.9,12.6,14.9,13.2,22.6,22.6,20.4,24.7,33.6,30.3,30.9
Shares_Diluted,66.9312,65.5716,62.8559,41.2681,40.5238,40.4443,40.0184,39.9054,39.0697,38.2272,40.2208,39.728,39.6546
Total_Assets,15.7,18.0,21.2,16.5,20.8,24.6,22.6,38.4,33.7,71.2,70.2,65.4,63.3
Total_Liabilities,25.0,19.9,20.3,43.4,44.5,46.5,39.7,50.4,43.1,25.2,22.8,24.1,20.5
