AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1340.0,1364.9,1415.4,1341.7,1196.1,1663.4,1226.3,1181.0,1136.3,1155.6
Current_Liabilities,900.2,952.2,941.1,885.4,788.3,1268.3,814.2,697.3,668.2,662.4
Diluted_EPS,0.879,0.633,1.398,0.698,0.591,0.409,0.483,0.735,0.623,1.3330000000000002
Goodwill_Intangibles,2806.5,2812.2,2805.4,2812.2,2825.3,2834.4,2914.5,2744.9,2769.2,2766.0
Inventory,335.9,352.0,322.8,265.5,277.7,269.6,297.8,293.8,299.9,291.7
LT_Debt,1643.8,1655.7,1782.6,1864.4,1766.3,1783.1,1824.0,1764.4,1816.5,1790.4
Revenue,741.1,705.3,767.5,723.2,685.0,782.8,726.8,714.2,683.5,759.2
Shares_Diluted,66.925,66.972,67.183,67.218,67.329,68.188,67.446,67.344,67.725,67.798
Total_Assets,4643.5,4671.1,4721.2,4647.1,4518.7,4919.0,4575.3,4367.6,4350.3,4360.0
Total_Liabilities,2880.4,2945.0,3068.8,3098.2,2899.7,3345.7,2950.6,2768.8,2798.8,2743.8
