AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,65.4,65.7,77.5,60.1,64.1,61.9,74.9,74.0,87.6,84.8,96.0,86.5
Current_Liabilities,101.0,99.7,111.1,90.2,97.1,94.4,110.4,94.6,98.8,98.5,114.1,102.9
Diluted_EPS,-0.095,0.073,-0.601,0.034,0.043,-0.087,-0.519,0.062,-0.171,0.218,-0.087,0.242
Goodwill_Intangibles,12.7,12.7,12.8,19.1,19.3,18.4,18.2,24.0,21.0,25.5,25.4,24.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,20.1,26.9,17.5,24.1,14.0,26.9,19.6,25.6,18.6,25.8,16.2,22.0
Shares_Diluted,23.318,23.3695,21.7979,21.7917,21.7855,21.7651,21.7562,21.8238,21.7373,21.8052,21.5628,20.1621
Total_Assets,161.1,162.6,168.4,164.1,169.1,158.2,170.1,150.7,154.0,138.9,149.2,138.9
Total_Liabilities,141.0,140.5,152.8,135.6,142.7,132.7,142.9,112.3,116.5,98.5,114.9,103.7
