AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,18.6,23.6,28.7,27.0,29.5,32.3,9.9,12.6,17.0,0.1
Current_Liabilities,2.3,2.4,2.5,2.1,3.6,5.4,7.1,6.2,7.1,0.5
Diluted_EPS,-0.189,-0.196,-0.134,-0.13,-0.168,-0.168,-0.224,-0.157,-0.275,-0.001
Goodwill_Intangibles,0.7,0.7,0.7,0.5,0.5,0.6,0.6,0.6,0.6,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.0
Revenue,0.1,,0.0,0.0,0.3,,,,,0.0
Shares_Diluted,36.6724,36.5203,36.3765,35.174,34.525,32.0756,29.358,29.262,29.1175,12.5
Total_Assets,24.4,30.2,35.7,32.8,35.0,37.5,15.3,19.0,22.6,0.6
Total_Liabilities,2.5,2.6,2.9,2.5,4.0,5.9,7.7,6.7,7.7,0.5
