AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,17313.2,18742.7,19823.3,18407.5,18726.1,17890.4,17734.9,17880.0,19342.9,18656.3,18432.0,19303.2,21829.8,22279.7,21607.4
Current_Liabilities,17919.6,16149.8,17268.2,15645.3,15492.2,13062.8,13853.4,12323.0,12642.7,12869.4,12189.9,15846.0,19234.9,18805.9,14875.2
Diluted_EPS,0.069,0.274,0.143,0.245,-0.026,0.132,0.105,0.316,0.446,0.209,0.009,0.205,0.005,-0.091,0.1969999999999999
Goodwill_Intangibles,65415.9,61057.4,66291.8,64681.8,59393.8,57470.2,56764.0,57148.9,56633.8,54056.3,55146.3,62613.9,72345.6,74366.9,76937.8
Inventory,7122.2,6695.0,6883.9,6696.6,6159.9,5857.8,5656.7,5625.4,5375.2,5271.6,5301.0,5923.1,6714.9,7083.9,7651.6
LT_Debt,29188.6,28265.5,30096.0,31193.0,29901.0,30554.6,28998.9,31635.1,32892.2,31846.7,33022.0,35055.0,39837.3,40752.9,44164.3
Revenue,6903.4,7917.1,7236.7,7021.2,6305.1,6507.3,6099.6,6856.1,5492.1,5966.0,5625.1,6254.4,6821.8,7596.4,7380.5
Shares_Diluted,3253.021,3140.832,3127.466,3091.412,3107.628,3149.946,3160.842,3148.852,3148.958,3151.404,3146.11,3132.24,3146.238,3115.492,3124.31
Total_Assets,100775.0,97504.0,105331.5,101552.4,95145.3,91683.3,90685.2,91385.2,92064.6,87600.2,88517.1,98388.0,113338.5,115198.4,117209.3
Total_Liabilities,54898.2,52913.4,56864.1,55944.8,54113.9,53191.1,52246.4,53565.0,55180.9,54550.1,55274.2,61831.3,71582.9,72129.3,72931.3
