AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,45.8,47.7,52.4,54.6,30.7,28.2,27.7,21.2,18.2,10.9,13.1,13.8,13.7,10.4,11.7
Current_Liabilities,22.4,20.6,23.3,23.7,25.0,22.1,21.8,15.0,11.3,6.0,7.8,7.2,7.1,8.2,8.3
Diluted_EPS,-0.096,-0.055,-0.069,0.039,-0.044,-0.015,-0.036,-0.014,-0.069,-0.036000000000000004,-0.071,-0.01,-0.042,-0.069,-0.051
Goodwill_Intangibles,0.3,0.3,0.3,0.4,0.4,0.4,0.4,,,,,,,0.0,0.0
Inventory,34.3,31.3,33.9,23.2,19.6,18.0,16.5,9.7,4.6,4.2,7.4,6.3,6.8,6.5,7.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,12.9,13.3,10.5,15.0,14.9,15.0,13.7,12.0,10.3,12.0,10.6,10.9,8.2,8.0,7.5
Shares_Diluted,46.3449,46.0032,45.929,43.4375,35.4822,35.2542,33.9444,23.8877,22.2754,21.0802,16.116,20.8322,19.0669,16.1376,16.1111
Total_Assets,47.6,49.7,54.3,56.5,32.7,30.3,29.6,22.7,19.3,11.6,13.9,14.4,14.4,11.2,12.2
Total_Liabilities,23.0,21.1,23.8,24.5,25.6,22.3,21.8,15.2,11.7,6.0,7.8,7.2,7.2,8.3,8.3
