AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,44.6,57.9,65.1,80.4,95.9,83.1,70.0,56.6,31.5,23.9,36.1,27.0,32.1,37.2,33.2,30.8
Current_Liabilities,61.8,78.8,87.9,98.4,105.5,100.1,82.9,70.3,46.3,39.4,35.0,28.5,30.4,33.5,26.8,23.6
Diluted_EPS,0.081,0.188,-0.272,0.219,0.225,-0.144,0.064,-0.119,-0.547,-0.578,-0.052000000000000005,0.026000000000000002,0.108,0.255,0.129,0.009000000000000001
Goodwill_Intangibles,15.7,16.1,14.4,14.6,14.9,15.2,15.5,15.8,16.1,16.5,0.0,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,3.2,0.2,0.8,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,17.7,18.5,13.7,15.7,19.1,14.3,12.5,13.8,7.0,20.3,25.3,23.8,26.6,29.2,27.1,25.3
Shares_Diluted,12.637,12.544,12.054,12.904,13.408,11.391,11.317,11.31,11.31,11.439,11.554,11.956,12.278,12.224,12.15,12.663
Total_Assets,78.5,92.9,99.7,116.9,126.8,114.8,102.4,91.4,67.7,60.8,54.5,53.6,55.9,60.9,43.4,41.3
Total_Liabilities,77.0,94.4,104.0,115.0,125.8,117.7,100.5,91.4,68.0,58.6,43.7,41.2,41.7,45.2,29.4,26.3
