AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1780.0,1889.0,1644.0,1611.0,1407.0,1352.0,1451.0,1987.0,1624.0,1321.0,1324.0,1355.0,1407.0,1210.0
Current_Liabilities,2678.0,3213.0,2811.0,3209.0,3191.0,3159.0,3676.0,2817.0,3200.0,2653.0,2221.0,1668.0,1794.0,2292.0
Diluted_EPS,0.857,1.362,0.955,0.82,0.633,0.737,0.705,1.86,0.899,1.19,0.881,0.933,0.596,0.964
Goodwill_Intangibles,385.0,386.0,390.0,374.0,366.0,371.0,372.0,366.0,371.0,366.0,284.0,291.0,223.0,206.0
Inventory,285.0,284.0,267.0,271.0,251.0,235.0,227.0,218.0,213.0,208.0,185.0,192.0,177.0,182.0
LT_Debt,18066.0,18141.0,19339.0,18372.0,17917.0,18577.0,8036.0,7850.0,7958.0,8585.0,8945.0,9457.0,9804.0,8158.0
Revenue,2266.0,2462.0,2312.0,2202.0,1838.0,2040.0,1942.0,2054.0,1959.0,2012.0,1863.0,1792.0,2043.0,2069.0
Shares_Diluted,933.5,933.2,932.9,932.6,932.7,721.8,669.8,669.9,669.5,674.0,679.0,680.5,686.0,689.0
Total_Assets,73502.0,73495.0,73435.0,69874.0,67592.0,68177.0,26445.0,24704.0,24121.0,23640.0,23787.0,23562.0,23488.0,22367.0
Total_Liabilities,33982.0,34609.0,35621.0,34460.0,33607.0,34348.0,16977.0,15739.0,16255.0,16321.0,16208.0,16097.0,16533.0,15298.0
