AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,20.4,23.4,27.9,34.5,39.0,39.2,38.8,45.3,42.0
Current_Liabilities,21.5,22.4,25.5,29.7,35.8,35.5,35.0,36.0,33.7
Diluted_EPS,-0.1,-0.08,-0.114,-0.014,-0.095,-0.064,-0.057,-0.01,-0.057
Goodwill_Intangibles,22.8,23.3,23.8,24.4,24.9,25.4,26.0,26.5,27.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.3,0.8,1.0,0.7,0.9,0.5,0.8,1.4,1.7
Revenue,18.5,18.2,20.6,26.8,31.4,31.8,31.8,39.4,35.6
Shares_Diluted,39.504,39.9789,39.6777,39.1915,39.074,39.0564,39.0386,39.0107,38.9516
Total_Assets,59.7,64.5,71.2,79.9,87.0,90.3,92.4,91.5,89.4
Total_Liabilities,26.7,28.0,31.8,36.2,43.2,43.1,43.2,40.3,38.2
