AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,219.4,190.4,173.2,195.2,216.4,209.6,218.5,218.4,220.9,193.3
Current_Liabilities,119.5,103.9,100.8,108.6,123.4,107.7,113.0,119.7,117.0,176.0
Diluted_EPS,0.459,0.03,-0.035,-0.076,0.558,0.126,0.192,0.02,0.023,0.195
Goodwill_Intangibles,126.2,160.2,179.8,179.4,187.9,193.6,196.0,197.2,197.1,192.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,12.7,43.8,57.7,74.8,82.9,113.2,119.7,116.6,116.5,25.0
Revenue,123.1,115.6,106.1,128.3,155.4,139.0,149.4,139.5,132.9,123.6
Shares_Diluted,18.414,17.507,17.144,17.082,17.023,16.939,16.78,16.703,16.843,16.628
Total_Assets,381.8,389.3,393.7,416.6,448.9,449.6,461.3,461.5,434.7,401.5
Total_Liabilities,158.4,180.3,191.0,214.1,239.0,254.5,267.5,271.8,248.2,212.3
