AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,21.0,23.9,28.6,32.0,5.2,4.0,4.9,3.4,1276.0,1188.9,1231.5,653.1,692.8,616.7,608.9,600.3,572.6,589.2
Current_Liabilities,2.8,2.4,3.6,2.3,1.1,1.1,0.6,2.5,692.6,610.8,451.5,453.5,478.7,450.0,907.4,389.7,342.8,330.1
Diluted_EPS,-0.033,-0.034,-0.051,-0.42,-0.021,-0.057,-0.021,-0.007,-0.599,-0.351,-0.564,-0.377,-0.321,-0.308,-0.496,-0.412,-0.31,-0.322
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.2,199.6,201.8,204.1,206.9,209.5,212.4,144.1,146.3,148.9
Inventory,2.8,1.5,1.2,0.7,0.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.6,0.8,1.1,0.2,0.2,0.2,0.3,935.6,925.0,1043.4,490.0,483.5,477.0,0.0,464.4,458.2,452.1
Revenue,,0.0,0.0,0.3,0.6,0.2,,0.0,283.5,261.9,246.7,237.5,229.9,210.5,194.6,181.5,172.2,154.8
Shares_Diluted,99.4043,99.3391,99.2984,92.092,92.1345,90.999,88.0866,86.0755,117.001,115.809,114.6,113.538,112.517,111.261,109.986,108.63,107.406,106.143
Total_Assets,29.0,31.4,35.3,38.0,7.5,4.9,32.3,4.1,2157.3,2054.2,1996.0,1488.8,1514.6,1459.5,1439.0,1372.7,1237.9,1204.1
Total_Liabilities,3.1,3.0,4.5,3.4,1.3,1.3,0.9,2.8,1725.4,1624.1,1585.7,1038.8,1056.6,1022.3,1012.0,953.7,821.0,799.3
