AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,21.6,12.9,7.9,8.8,9.3,7.9,9.0,9.5,10.3,10.6,10.8,8.5
Current_Liabilities,1.8,2.0,1.8,1.7,1.6,1.7,1.7,1.7,1.5,1.8,1.9,3.5
Diluted_EPS,-0.176,-0.282,-0.289,-0.199,-0.316,-0.612,-0.315,-0.83,-0.048,0.004,-5.001,-6.825
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,10.1
Inventory,1.0,0.9,0.6,0.7,1.0,1.1,1.0,1.2,0.6,0.9,1.1,1.4
LT_Debt,0.0,0.1,3.4,3.5,3.4,3.0,2.9,2.9,2.7,2.7,2.7,10.0
Revenue,1.2,1.3,1.6,2.0,2.0,1.3,2.3,1.2,3.1,3.5,3.5,4.3
Shares_Diluted,6.857,4.862,3.557,3.546,3.265,2.295,2.177,2.171,2.1585,2.2706,1.8515,0.41200000000000003
Total_Assets,25.4,13.3,8.3,9.2,9.5,8.1,9.4,10.1,11.5,11.8,11.8,19.4
Total_Liabilities,1.8,2.2,5.4,5.3,5.0,4.6,4.6,4.6,4.3,4.6,4.6,13.6
