AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,508.7,381.4,452.0,851.2,706.5,587.5,350.9,634.8,,,,
Current_Liabilities,684.6,530.5,552.9,968.7,702.9,506.1,450.4,730.4,,,,
Diluted_EPS,-0.1,-0.697,0.036,0.023,-0.131,2.094,0.082,-2.235,,0.429,-0.197,-0.1169999999999999
Goodwill_Intangibles,784.2,800.1,1056.4,1064.6,985.2,971.0,927.2,873.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.1,0.1,0.1,0.3,0.5,118.1,115.6,0.0,0.0,0.0,0.0
Revenue,256.9,218.2,412.2,310.3,247.3,192.1,329.9,237.6,129.4,108.9,186.1,83.3
Shares_Diluted,236.937,234.061,232.342,224.736,214.94,214.794,214.7938,,,,,
Total_Assets,1412.5,1305.6,1640.4,2035.9,1806.6,1636.9,1354.1,1587.2,,,,
Total_Liabilities,1018.3,892.6,1252.3,1635.6,2598.7,2388.9,616.5,883.7,,,,
