AAII_QTR_DATA,07/03/2022,04/03/2022,01/02/2022,10/03/2021,07/04/2021,04/04/2021,01/03/2021,09/27/2020,06/28/2020,03/29/2020
Current_Assets,422.9,427.1,326.7,377.8,157.2,161.7,,,,
Current_Liabilities,360.7,333.9,329.8,339.5,427.2,380.6,,,,
Diluted_EPS,-0.407,-0.299,-0.481,-0.38,-0.277,-0.448,-1.131,-0.179,-0.377,-0.21600000000000005
Goodwill_Intangibles,324.8,341.3,346.4,345.9,353.5,307.5,,,,
Inventory,42.9,34.8,29.7,26.6,26.4,24.1,,,,
LT_Debt,839.3,843.6,722.8,717.5,740.6,722.1,0.0,0.0,0.0,0.0
Revenue,243.8,192.0,184.5,179.6,124.1,72.4,384.4,114.2,57.0,141.6
Shares_Diluted,201.2037,202.396,87.1745,202.5301,201.9622,201.9622,,,,
Total_Assets,2434.9,2515.6,2381.5,2383.4,2092.8,2122.2,,,,
Total_Liabilities,2362.3,2385.9,2205.3,2165.3,2193.1,2243.3,,,,
