AAII_QTR_DATA,04/01/2023,12/31/2022,09/24/2022,06/25/2022,03/26/2022,12/25/2021,09/25/2021,06/26/2021,03/27/2021,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,27.6,18.1,21.2,14.3,5.9,17.4,44.4,16.1,19.2,18.3,22.0,16.0,43.1,41.2,25.0,21.2,21.0,24.3,21.8
Current_Liabilities,13.2,10.6,11.6,12.3,12.7,10.0,10.8,11.3,13.6,11.4,11.7,15.5,13.2,11.9,12.4,12.1,14.1,12.5,13.1
Diluted_EPS,2.488,2.864,2.928,2.536,2.651,3.087,2.665,2.333,2.403,2.086,2.426,1.329,1.871,2.081,2.242,1.793,1.732,1.833,2.009
Goodwill_Intangibles,3.9,4.0,4.0,4.1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Inventory,0.4,0.8,0.6,0.6,0.5,0.3,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LT_Debt,68.0,69.1,70.1,71.2,55.9,43.4,44.4,15.7,17.0,18.2,19.5,20.8,62.2,22.7,24.3,31.7,38.2,28.3,38.9
Revenue,20.5,21.1,21.2,19.1,20.0,20.4,20.2,19.0,18.7,16.8,18.3,12.4,18.6,17.9,19.7,17.4,18.3,17.1,19.1
Shares_Diluted,3.5942,3.5535,3.5408,3.5592,3.7163,3.754,3.7829,3.8308,3.8742,3.8798,3.8577,3.8038,3.9118,4.0656,4.0653,4.0724,4.1985,4.1767,4.1643
Total_Assets,39.7,30.5,33.7,27.1,15.3,26.9,55.0,27.0,30.7,31.3,35.8,31.6,59.9,61.8,48.5,46.2,46.8,46.7,50.5
Total_Liabilities,93.8,92.1,94.2,95.8,81.0,66.0,67.8,39.8,43.5,42.7,44.7,50.2,89.7,49.4,51.6,60.0,68.3,51.5,62.2
