AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Current_Assets,14.1,22.4,26.1,41.6,21.8,16.4,23.3,28.6
Current_Liabilities,18.6,27.9,12.8,15.9,10.7,10.3,5.6,2.1
Diluted_EPS,-0.012,-0.055,-0.081,-0.115,-0.133,-0.128,-0.155,-0.073
Goodwill_Intangibles,,,,,3.5,3.5,3.5,
Inventory,9.1,10.5,10.7,8.5,5.5,3.3,1.6,1.2
LT_Debt,12.7,13.2,22.7,22.2,21.6,19.7,17.5,5.4
Revenue,1.8,1.5,2.0,4.3,2.5,2.8,2.6,1.8
Shares_Diluted,132.3133,122.542,118.5032,115.9072,103.3306,97.6037,97.157,89.8599
Total_Assets,46.5,57.2,65.3,78.3,60.1,49.1,48.0,35.2
Total_Liabilities,31.3,41.1,35.4,38.2,32.3,30.0,23.1,7.5
