AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9.4,11.2,12.7,15.1,19.2,21.7,22.2,23.5,11.4,13.7,16.0,17.8,20.5,23.9,24.6,26.7,28.2,7.7
Current_Liabilities,1.4,1.4,1.7,2.4,1.3,2.0,2.1,2.4,1.9,1.9,2.3,1.9,1.3,1.6,1.1,0.9,0.5,2.5
Diluted_EPS,-0.042,-0.047,-0.054,-0.127,-0.047,-0.087,-0.037,-0.065,-0.056,-0.04,-0.047,-0.08,-0.041,-0.03,-0.035,-0.04,-0.0289999999999999,-0.027
Goodwill_Intangibles,1.0,1.0,0.9,0.9,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,1.6,1.5
Inventory,3.7,3.8,3.6,3.5,5.4,5.5,5.5,5.5,5.2,6.7,6.5,4.2,3.6,3.1,2.0,0.2,0.0,0.7
LT_Debt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Revenue,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.0,0.6,1.8,1.6,1.5,1.3,0.8
Shares_Diluted,53.0635,52.1941,51.6166,51.0347,51.0532,49.9489,47.9109,45.1085,41.304,41.244,40.189,39.331,39.571,39.551,39.508,39.4686,39.356,31.345
Total_Assets,20.1,22.0,24.2,26.8,31.3,33.8,34.4,35.9,24.2,26.3,28.3,29.0,31.1,32.9,33.5,34.5,37.2,16.6
Total_Liabilities,1.8,1.8,2.1,2.9,1.8,2.6,2.7,3.1,2.7,2.7,3.4,2.4,1.3,1.6,1.1,0.9,0.6,2.7
