AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.3,0.2,0.0,0.1,0.1,0.1,0.7,0.1
Current_Liabilities,0.7,0.7,0.3,0.2,0.2,0.2,0.4,0.3
Diluted_EPS,-0.003,-0.013,-0.017,0.009,-0.001,-0.046,-0.017,-0.012
Goodwill_Intangibles,4.1,4.1,0.5,0.6,0.6,0.6,0.6,1.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.5,0.4,0.1,0.1,0.1,0.1,0.2,0.2
Shares_Diluted,25.9263,25.4273,20.1481,21.1705,19.2634,19.2634,19.2634,19.0824
Total_Assets,4.6,4.4,0.6,0.7,0.7,0.7,1.3,1.8
Total_Liabilities,3.2,2.7,1.0,0.7,0.9,0.9,0.7,1.4
