AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1776.5,1977.6,1832.8,1859.8,1045.0,1812.2,1504.1,1575.7,1623.5,1343.5,479.3,747.3,570.7
Current_Liabilities,1416.8,1507.9,1424.2,1325.4,1154.7,983.8,797.8,792.0,764.8,675.2,672.8,479.8,302.9
Diluted_EPS,-0.038,0.024,-0.021,-0.049,-0.114,-0.157,-0.109,-0.004,0.23600000000000002,-0.06,-0.139,0.001,0.012
Goodwill_Intangibles,4102.9,3927.7,3957.4,3998.9,3761.7,1650.6,1652.1,1693.9,1685.2,1730.8,1756.5,1052.8,1075.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1330.2,1316.6,1303.2,1289.9,589.3,582.9,576.7,570.5,564.3,558.4,0.0,0.0,0.0
Revenue,704.7,720.0,680.3,616.0,503.3,451.7,403.8,404.5,345.3,306.5,265.4,248.7,233.2
Shares_Diluted,1097.1,1147.6,1084.4,1080.274,1076.68,956.854,952.502,947.733,973.83,937.334,926.23,887.898,887.2280000000003
Total_Assets,6067.7,6132.2,6006.4,6206.5,5151.2,3683.6,3542.4,3660.6,3578.0,3184.3,2652.1,2146.7,2019.4
Total_Liabilities,3060.7,3111.6,3064.0,3265.0,2337.9,1947.4,1686.8,1685.2,1639.6,1461.3,910.4,550.1,403.0
