AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Current_Assets,180.3,120.2,227.2,128.2,1.6,75.0,2.6,,
Current_Liabilities,98.7,96.2,259.9,61.0,7.0,48.9,1.2,,
Diluted_EPS,-0.158,-0.075,-0.995,-1.288,0.003,-0.814,-0.065,-0.174,-0.083
Goodwill_Intangibles,26.5,23.5,443.0,9.0,0.0,3.0,0.0,,
Inventory,28.0,31.4,36.4,9.9,0.0,5.6,0.0,,
LT_Debt,337.1,223.6,156.1,257.6,0.0,215.0,0.0,0.0,0.0
Revenue,65.6,24.0,109.2,92.9,,22.0,0.0,47.6,17.8
Shares_Diluted,267.1776,267.1776,267.1776,267.1776,69.0,190.2702,68.18,,
Total_Assets,471.3,408.6,400.5,236.2,553.6,160.5,554.6,,
Total_Liabilities,442.2,323.6,694.9,318.8,54.2,264.0,55.7,,
