AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020
Current_Assets,444.3,441.6,447.1,495.1,447.9,445.4,,
Current_Liabilities,135.4,116.9,101.3,126.4,115.4,112.8,,
Diluted_EPS,-0.153,-0.321,-0.369,-2.523,-0.009,-0.241,-0.006,-0.015
Goodwill_Intangibles,9.4,9.3,9.2,9.3,8.6,8.8,,
Inventory,91.7,80.5,62.4,53.3,46.9,36.5,,
LT_Debt,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,58.0,47.3,65.1,37.0,31.8,33.3,23.0,24.3
Shares_Diluted,,,,,,,,
Total_Assets,544.2,539.0,531.7,560.2,485.9,470.9,,
Total_Liabilities,141.4,121.0,106.1,127.9,118.3,114.0,,
