AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,4082.8,4103.9,4156.2,3686.5,3351.6,3288.1,3175.0,2936.4,2666.2,2512.9,2608.3,2691.2,2141.5,2121.9
Current_Liabilities,282.7,263.6,432.1,281.1,193.6,226.8,264.7,195.4,172.9,167.6,302.0,282.5,112.5,142.6
Diluted_EPS,0.05,0.128,0.566,0.414,0.102,0.157,0.195,0.067,0.222,0.118,0.108,0.722,0.062,0.34
Goodwill_Intangibles,19.1,21.1,28.9,31.2,33.8,36.7,39.8,43.0,42.4,45.2,51.5,58.1,67.2,71.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,107.0,75.6,79.5,80.1,51.5,52.5,54.1,55.5,43.6,37.0,39.5,44.0,22.5,23.6
Revenue,412.7,755.9,591.1,457.3,306.4,378.8,334.1,285.2,211.4,273.3,230.6,766.4,135.6,450.1
Shares_Diluted,658.8921,660.6969,659.1779,659.8046,659.5745,661.4153,660.7275,659.4828,659.8435,660.8053,659.204,657.8384,657.7017,657.5109
Total_Assets,4395.6,4378.8,4437.8,3973.6,3603.1,3561.6,3468.7,3251.5,2970.1,2827.5,2878.1,2908.0,2325.9,2301.7
Total_Liabilities,463.4,410.3,582.7,433.0,317.4,351.6,390.5,322.6,282.8,270.4,407.2,395.4,137.6,166.6
